Id,ProductId,UserId,ProfileName,Score,Summary,Text,CleanText,Sentiment
492363,B0000GHNWM,A39NTI5NUNFJ48,Lee Harstad,5,If there were any more stars to give that 5 stars...,"I would give it.  This hot sauce is the best hot sauce that has ever been made with human hands.  To compare this to Tabasco is an utter mockery, but that is the most common ""hot sauce"" that most Americans have experienced, so that is the one that I will compare it to.  Anyone that would try to genuinely compare the two should have a CAT scan done.  A 7 out of 10 as far as hotness, Tapatio can go on anything that you need to make spicy and tasty.  Try putting a couple of squirts of this Mexican nectar in a bag of Doritos and you WILL NOT be able to put them down.  Buy the 32 oz. size, you will not regret it!",would give hot sauce best hot sauce ever made human hand compare tabasco utter mockery common hot sauce american experienced one compare anyone would try genuinely compare two cat scan done far hotness tapatio go anything need make spicy tasty try putting couple squirt mexican nectar bag doritos able put buy oz size regret,positive
446395,B000GZSDZI,A2OL5WLCNZVD9K,nonpareil,5,"Wonderful product, yummy","Luckily this is available locally so I got to try it without ordering a whole case. I find it absolutely delicious. So far it got used to make a black rice with dried cranberry dish, very simple. Tomorrow a pumpkin curry soup, then I think a chicken curry the next day. I'm looking into making my own coconut milk so I don't have to worry about using a whole can before it goes bad, but meanwhile I am delighted with this brand in both taste and consistency.<br /><br />AND let me not forget to praise the manufacturer for resisting the temptation to add those poisons people think are preservatives (particularly sodium metabisulfite). I'd rather there were no guar gum, frankly, but was unable to find any without that at local supermarkets.",luckily available locally got try without ordering whole case find absolutely delicious far got used make black rice dried cranberry dish simple tomorrow pumpkin curry soup think chicken curry next day looking making coconut milk worry using whole go bad meanwhile delighted brand taste consistency let forget praise manufacturer resisting temptation add poison people think preservative particularly sodium metabisulfite rather guar gum frankly unable find without local supermarket,positive
151850,B001EO5TRK,ASOCGX1R3ZX8D,NYRangersFan,5,McCann's Instant Oatmeal - Maple & Brown Sugar,"This oatmeal is great.  I eat it almost every morning.  The brands in the stores I was buying had changed the texture and I did not like them anymore.  I coould not find an oatmeal I liked so I stopped eating oatmeal..... until I found out about McCann's. The cost is the same as in the store and with free shipping from Amazon, I don't lose out at all.",oatmeal great eat almost every morning brand store buying changed texture like anymore coould find oatmeal liked stopped eating oatmeal found mccann cost store free shipping amazon lose,positive
120858,B003K2EXI0,A258FXO3O8EQQE,Roberta A. Ryherd,5,Best fondant!,Satin Ice is the best tasting fondant I can find on the market.  It's a little more sticky than other types of fondant but you can keep it from sticking to your hands by rubbing some crisco on your hands before working with the fondant.,satin ice best tasting fondant find market little sticky type fondant keep sticking hand rubbing crisco hand working fondant,positive
368062,B003B3OOPA,A3LBK3TI89AT4C,Tinpenny,5,Coconut,I bought this for my 73 year old dad he had seen it on a commercial and thought it looked like good stuff..he is very pleased with it,bought year old dad seen commercial thought looked like good stuff pleased,positive
154344,B0001QNMZ8,A1VKINZLHRJDB7,rijecka_sirena,4,Bought it as a present,"I never saw this gift basket myself nor tried any goodies from it. I bought it to say ""Thank you"" to my business associate.<br />The recipient liked it, so I think I will purchase it again in the future. It is priced fairly and it is a nice way to express your gratitude.",never saw gift basket tried goody bought say thank business associate recipient liked think purchase future priced fairly nice way express gratitude,positive
568077,B000L8FZMY,A24E0CIZBWMO4L,Legal beagle,5,Excellent peeler and shredder,Unbeatable little tool for making shredded green papaya salad.  I use it to shred many different not-so-ripe fruits and veggies besides papaya. Better than the typical cheese grater for shredding because it doesn't bruise the fruit/veggie. I highly recommend this tool.,unbeatable little tool making shredded green papaya salad use shred many different ripe fruit veggie besides papaya better typical cheese grater shredding bruise fruit veggie highly recommend tool,positive
492898,B003TC7WN4,A1IRQWXJ4CWBW,Speed,1,Beware!  Flavored Coffee...,"It sure would be nice if they stated ANYWHERE in the description of this coffee that it is flavored.  I love the Bed and Breakfast coffee, it's just plain coffee, so I was surprised when I received the Jamaica coffee and it was flavored.  YUCK!",sure would nice stated anywhere description coffee flavored love bed breakfast coffee plain coffee surprised received jamaica coffee flavored yuck,negative
326270,B000B6CYP2,A1YAHULOZAY6IU,Auj,5,Fabulous Dressing to liven up your salad!,I had a salad in a restaurant for lunch and went crazy over the  roasted raspberry chipotle vinaigrette dressing. I decided  to recreate the salad myself at home. The salad dressing I found in my search on the internet was the Fischer & Wieser  Roasted Raspberry chipotle vinaigrette dressing. It is absolutely fabulous! I have made the salad  many times and for friends and have had to order extra bottles since I got them hooked on it too. This salad dressing will not disappoint and  deserves a five star review!,salad restaurant lunch went crazy roasted raspberry chipotle vinaigrette dressing decided recreate salad home salad dressing found search internet fischer wieser roasted raspberry chipotle vinaigrette dressing absolutely fabulous made salad many time friend order extra bottle since got hooked salad dressing disappoint deserves five star review,positive
32044,B0062A87HA,A3C89YOH5NT8D3,chaos controller,5,Great deal!,I was so happy to see this deal. I recently have been using alot of pumpkin. I was so excited to see an organic product that I could actually afford! I look forward to using it in many recipies.,happy see deal recently using alot pumpkin excited see organic product could actually afford look forward using many recipies,positive
437653,B004R9GFJU,A17SLI9GXC0LHU,Maypuppet,5,Taste Good,"Very hot, but smooth, great consistancy, for use with most Korean cusine. Just a dab will do, you don't want too much. This items is tasty, but extremely hot. Great side with most Korean dishes",hot smooth great consistancy use korean cusine dab want much item tasty extremely hot great side korean dish,positive
179196,B008XOKY1U,A3U0YIPTZX8DZ4,vee,4,Re-Rating,"Okay, I jumped the gun, because they were sending me the review information, before I received my chips, so I thought I would be honest, and indicate that I have not received them, and I wasn't happy about not receiving them. However overall, the service is not bad, and my chips are on the way.Sorry guys, they really are not bad people, I am just an impatient buyer... there, is that better?",okay jumped gun sending review information received chip thought would honest indicate received happy receiving however overall service bad chip way sorry guy really bad people impatient buyer better,positive
469702,B0000VM8TK,A30JOAGFYY7IM1,KD,1,Not a good value,"Disappointingly, this is IMITATION Almond Extract and a terrible value.  The $0.65/oz price is also quite deceiving and misleading.  That fact that this is an imitation product was not made clear in the description.  I bought this only because I needed a filler item to reach my free shipping, but will not make that mistake again.<br /><br />Comparatively, [...] currently is selling top quality 100% Pure Almond Extract for only $6.69/4 oz.  Lesson learned... the hard way.",disappointingly imitation almond extract terrible value oz price also quite deceiving misleading fact imitation product made clear description bought needed filler item reach free shipping make mistake comparatively currently selling top quality pure almond extract oz lesson learned hard way,negative
146985,B005GRCWDU,A1QVLJ260F6SZD,"MBKW ""Piglet""",5,Best coffee EVER!,"I've tried several brands and flavors of ground coffee from Amazon, and this is by far the.best.coffee.I've.had. I decided to write a review because last weekend my husband made me a latte, and it was yummy. I asked for a second one, and what he gave me was not what I had the first time. I asked him what was different, and he told me he used a different brand and flavor. He was really surprised that I could tell. The one that I LOVED was the Lavazza Crema e Gusto. Wow. What a difference. It's smooth and full bodied - okay, I'm full of crap. I have no idea what ""full bodied"" is other than a fat chick. But I can tell you this -- this coffee is tasty and you will not regret buying it.<br /><br />I bought it in January because there was a deal going on - $12 for 4 bricks. But here I am willing to pay $15 for 4 bricks (S&S price) less than 2 months later. I wish I had stocked up when it was cheaper, but who knew the coffee was going to be THAT GOOD! It's so worth even $18 for 4 bricks!",tried several brand flavor ground coffee amazon far best coffee decided write review last weekend husband made latte yummy asked second one gave first time asked different told used different brand flavor really surprised could tell one loved lavazza crema e gusto wow difference smooth full bodied okay full crap idea full bodied fat chick tell coffee tasty regret buying bought january deal going brick willing pay brick price less month later wish stocked cheaper knew coffee going good worth even brick,positive
21259,B002QWP89S,AKWP7LOOOF3NB,RW,4,Tasty treats,"My dog is relatively picky when it comes to treats, but she loves these. They don't do much to help her doggy breath, but maybe over time they will help.",dog relatively picky come treat love much help doggy breath maybe time help,positive
234761,B000KV7ZGQ,AP2XB11SRN4B5,Flora,1,Not a good toy for chewers,"I bought this item for my dog to play with. She was smart and can get out all the food in it. Initially I like it since it was entertaining for my dog. However, my dog quickly chewed open the rope - only the 3 time I used it.<br /><br />I think there is a problem with the design - it will be great if the rope can be replaced with some better material so it does not get chewed immediately.<br /><br />I asked some dog friends and they pointed out the same problemm. I would not recommend this item for dogs who chew. Well, most dogs chew, so...There are many other interactive toys that you can try.",bought item dog play smart get food initially like since entertaining dog however dog quickly chewed open rope time used think problem design great rope replaced better material get chewed immediately asked dog friend pointed problemm would recommend item dog chew well dog chew many interactive toy try,negative
473872,B003GSVSWW,A1G57UG6WFP7EW,"Jane Marshall ""Jane Marshall""",5,Lovely Tea,"This tea has a nice mellow taste.  It is not at all dusty and doesn't leave a bitter taste in your mouth, as is common with a lot of teas.  Will definately buy more in the future. The box is very nice and I would feel comfortable giving this as a gift.",tea nice mellow taste dusty leave bitter taste mouth common lot tea definately buy future box nice would feel comfortable giving gift,positive
365005,B000EI2LLO,ACWNT6NN91Q3J,Jillith Fair,5,Mae Ploy or BUST,"This is THE best red curry, don't waste your time on the cheap imitators.  Mix with cocunut milk and real palm sugar + chicken and veggies and you will amaze your friend and families.  This is great red curry paste!",best red curry waste time cheap imitator mix cocunut milk real palm sugar chicken veggie amaze friend family great red curry paste,positive
180616,B000CQBZQK,A1DTWKFY5VBGJU,S. Rozycki,4,"Really good, for decaf","I'd received a sample of Stash's English Breakfast Decaf with a previous order from Stash's website, and I knew it was good (for decaf tea, which is always missing something -- I think it's the caffeine.)  The price on this multipack was so good, that I could give a couple boxes away (which I did, cause I can't go through that much decaf tea in a year) and still save money over buying it in the supermarket.",received sample stash english breakfast decaf previous order stash website knew good decaf tea always missing something think caffeine price multipack good could give couple box away cause go much decaf tea year still save money buying supermarket,positive
233360,B007TJGZ4A,A221NIW05HBOLX,J. Quezada,5,A guest favorite,"I can't think of anything bad to say about this coffee. Every guest we have had enjoys it. I'm not much of a hazelnut person, but it tastes pretty good to me.",think anything bad say coffee every guest enjoys much hazelnut person taste pretty good,positive
158427,B000BF3AL0,A8LJLTSZ57R2Y,"B. Gardner ""AmazonShopper""",3,"Son likes them, I don't...","I ordered these when I found out the Morningstar Farms veggie dogs are no longer available.  After reading about 100 reviews, I decided to try this variety.  We have been vegetarian for 12 years, so I am used to the faux meats.  Some I like, some I don't.  I LOVED Morningstar Veggie dogs, they were my absolute favorite.  Most veggie dogs in the refrigerated section of the grocery store have a ton of onion in them!  These Veja-dogs are OK on taste, but I do not like the texture.  It is A LOT like that of a hard boiled egg white.  When I first got one out of the can I did not want to even try one.  It was squishy and had tiny dark brown spots.  The syrupy stuff they are stored in really grossed me out too.  I have eaten about 5 now and am still not crazy about them.  My son however LOVES them.  He says they are his favorite.  I will try another Worthington veggie dog (Super Links or linkettes) before giving up on the ""canned"" dogs all together.  I hate onions, but I prefer the texture of the tofu dogs found in the grocery store.",ordered found morningstar farm veggie dog longer available reading review decided try variety vegetarian year used faux meat like loved morningstar veggie dog absolute favorite veggie dog refrigerated section grocery store ton onion veja dog ok taste like texture lot like hard boiled egg white first got one want even try one squishy tiny dark brown spot syrupy stuff stored really grossed eaten still crazy son however love say favorite try another worthington veggie dog super link linkettes giving canned dog together hate onion prefer texture tofu dog found grocery store,neutral
363914,B00872572E,A37FEBK40S8BRW,VLH,3,"Good concept, poor design","Edit: I've given this three stars vs my previous 1 star when I was told the can was not meant to brew tea in. I still would  prefer a ""total travel solution"", then it would have been 5 stars.<br /><br />Original Post: The can to brew the tea leaks. I sent the first one back thinking maybe it was defective. The second one leaked also. And, the can gets super hot, to the point of not being able to pick it up.  I also posted this review on the Teavana website, it has not been posted....just an FYI about neg reviews sent to them.",edit given three star v previous star told meant brew tea still would prefer total travel solution would star original post brew tea leak sent first one back thinking maybe defective second one leaked also get super hot point able pick also posted review teavana website posted fyi neg review sent,neutral
426759,B00213EU7I,AG0PUADP81ADK,"jc ""gluten-free""",5,Oh my gosh delicious!,"Lucy's Cinnamon Thins are crispy, yummy and entirely too tempting! They taste like snickerdoodles,and I can't quit eating them!",lucy cinnamon thins crispy yummy entirely tempting taste like snickerdoodles quit eating,positive
203993,B001QEEXCK,A3TJ7A7FO4GM47,John T. Shea,5,Very Impressed,"After a lot of research, i decided to switch my 3-yr old Doberman from Iams to Canidae and have been very impressed with the product. Samson LOVES this stuff too, with the Iams I had to entice him to eat by mixing it with canned food/tablefood, but with the Canidae, he eagerly wolfs it down by itself. And why not? The first 4 ingredients are all meats- human-grade at that! Besides having less ""filler"", Canidae uses no corn products, which is good for dogs with allergies (corn is a common allergen in dogs). Some may balk at the price, but you are going to use less food per day then with the junk brands due to the high quality of indredients in this stuff. Besides, Canidae is considerably cheaper then most of the other top-shelf brands like Eagle Pack or Flint River. I'm just happy to be able to feed my dog a ""super-premium"" grade food knowing how much healthier this is for him, for just a few bucks more per bag then a mid-grade food like Iams or Pro Plan. When you look at it like that, I believe it's one of the best values in pet nutrition on the market today.",lot research decided switch yr old doberman iams canidae impressed product samson love stuff iams entice eat mixing canned food tablefood canidae eagerly wolf first ingredient meat human grade besides less filler canidae us corn product good dog allergy corn common allergen dog may balk price going use less food per day junk brand due high quality indredients stuff besides canidae considerably cheaper top shelf brand like eagle pack flint river happy able feed dog super premium grade food knowing much healthier buck per bag mid grade food like iams pro plan look like believe one best value pet nutrition market today,positive
166716,B000TMS0QA,A2K9GNMX6ZX93M,wendy3330,5,Fabulous!!!,"I bought this apple butter as a change of pace from my normal peanut butter or laughing cow light cheese spread.  It is absolutely delicious and very healthy.  It's more like a jelly but I am willing to compromise given the nutritional value.  Real apple butter is higher in everything ... calories, fat, sugars, etc.  My next purchase will be a case of it!",bought apple butter change pace normal peanut butter laughing cow light cheese spread absolutely delicious healthy like jelly willing compromise given nutritional value real apple butter higher everything calorie fat sugar etc next purchase case,positive
257342,B0029NLV8G,A1QBOC76MIOJYP,MyPenName,5,My cat loves it,"My cat loves this stuff! The nutrition is fair and it has alot of juice in the packet. It is a mixture of chunks of meat along with some shreads. It looks like real shreds of chicken. The sale price here at Amazon was awesome - less than half the price at my local stores for a whole case.<br /><br />I never have any trouble getting all of the food out of the pouch - it all slides right out. This particular flavor though for whatever reason does have a bit more product in the pouch and to make things easier when opening, I usually just cut the top off (to avoid any messes while tearing open) or, I tear from one side half way and then from the other side the rest of the way and the entire top comes off then. If there are any dribbles then, it is just a tiny bit on the side of the pouch and not on my hands at all and I do not get splattered with it. For some reason, the top usually never tears cleanly the whole way across if you try to tear it from one side only and it can be a little messy if you're in a hurry. It is not like it makes a huge mess though anyway, just a few drips here and there maybe. Cutting the top off instead of tearing it solves that though.<br /><br />The other Whiskas pouches that I like to use are the Choice Cuts varieties. They have nice big chunks in them instead of a bunch of mush or all shreds. My cat likes the chunkier ones better.",cat love stuff nutrition fair alot juice packet mixture chunk meat along shreads look like real shred chicken sale price amazon awesome less half price local store whole case never trouble getting food pouch slide right particular flavor though whatever reason bit product pouch make thing easier opening usually cut top avoid mess tearing open tear one side half way side rest way entire top come dribble tiny bit side pouch hand get splattered reason top usually never tear cleanly whole way across try tear one side little messy hurry like make huge mess though anyway drip maybe cutting top instead tearing solves though whiskas pouch like use choice cut variety nice big chunk instead bunch mush shred cat like chunkier one better,positive
86568,B0007SN7B4,A2NNK0HTZUW3P6,"M. J. Hader ""The Only""",5,Love this stuff!,"I'm not generally a fan of hot sauces.  However, when I initially came across this in a diner I gave it a sniff, and it smelled promising.  It was quite good with my steak that morning.  Now that I have it at home, I will admit it's a touch salty, but the flavor is quite savory in comparison to your run-of-the-mill hot sauces.",generally fan hot sauce however initially came across diner gave sniff smelled promising quite good steak morning home admit touch salty flavor quite savory comparison run mill hot sauce,positive
380154,B005VGZ49U,A35W3JQYP0M655,"Ambergris ""John Thomas""",5,Great Tasting Low Salt Mix,"I recently bought some of this at a local market.  I decided to try it because for quite some time now I have purchased Morton's Light Salt to cut down on the some of the sodium I take in.  This Diamond Crystal blend is not only cheaper than the Morton's for a generous amount more, but it also taste better in my opinion.  Like the Morton's, it contains a full one third less sodium.  But where the Morton's uses the popular substitute Potassium Chloride that has a slight metallic taste to it, the main substitute ingredient in this Diamond Chrystal blend is Silicon Dioxide, which to me has a much more natural salt taste.  I prefer it over the potassium chloride, and as already mentioned, you get more for your money with this blend making it a sure deal. It took me no time at all to get used to it, and I use it in my cooking as well as in the shaker as well.  If you have trouble finding it locally, I suggest you pick it up by the case here on Amazon and you will be set for a year or more.  A real good salt substitute, (that does contain real salt as well) that I recommend...",recently bought local market decided try quite time purchased morton light salt cut sodium take diamond crystal blend cheaper morton generous amount also taste better opinion like morton contains full one third less sodium morton us popular substitute potassium chloride slight metallic taste main substitute ingredient diamond chrystal blend silicon dioxide much natural salt taste prefer potassium chloride already mentioned get money blend making sure deal took time get used use cooking well shaker well trouble finding locally suggest pick case amazon set year real good salt substitute contain real salt well recommend,positive
422062,B002OVICJO,A136BYILR08J32,Angelkitty's Mom,5,Liv-a-littles chicken treats,"If you're looking for a yummy treat for your cat, try these.  After trying both the chicken and salmon flavors, my cats greatly preferred the chicken.  In fact, they love them.  These treats are 100% white-meat chicken, so you'll be giving your cat a truly healthy treat instead of one that's loaded with carbs and fat.  I will definitely buy these again.",looking yummy treat cat try trying chicken salmon flavor cat greatly preferred chicken fact love treat white meat chicken giving cat truly healthy treat instead one loaded carbs fat definitely buy,positive
216106,B001QY04Q4,A2EO70A3IS220F,Ann Marie Ritchie,5,Favorite tea,This is my favorite tea.  It has that lovely flavor and aroma of Ceylon tea.  I drink way too many cups of it each day!  I only wish they had a decaf version.,favorite tea lovely flavor aroma ceylon tea drink way many cup day wish decaf version,positive
17808,B000EVMNO6,A28DQF01VXVK41,K. Bryson,5,Frog Gummies,I LOVE MY FROG GUMMY CANDY...I even shared it with the grand kids (even though I DON'T normally share with anyone).,love frog gummy candy even shared grand kid even though normally share anyone,positive
